1634,25,25,12.875000,8.25,1,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.097656,9.306309e-06,2.404731e-05,5.671283e-05,6.714128e-05,6.166141e-05,6.755156e-05,5.086168e-05,6.324654e-05,1.080049e-04,7.172516e-05,7.125943e-05,6.366846e-05,6.991760e-05,1.648462e-04,3.760243e-05,3.493688e-05,4.780465e-05,6.516906e-05,1.723269e-04,5.282831e-05,7.782437e-05,3.006138e-05,4.162365e-05,4.297211e-05,2.634473e-05
0.122070,6.829750e-06,1.951938e-05,3.389004e-05,4.128081e-05,3.732325e-05,3.678567e-05,3.503722e-05,3.633253e-05,5.835761e-05,4.588975e-05,2.918505e-05,3.773963e-05,4.473663e-05,1.050921e-04,2.370611e-05,3.098491e-05,3.543116e-05,5.540817e-05,6.307005e-05,3.207995e-05,5.027862e-05,1.649550e-05,2.843270e-05,2.261763e-05,1.918746e-05
0.146484,8.819192e-06,2.984664e-05,3.861014e-05,5.058581e-05,3.975115e-05,3.862994e-05,5.221596e-05,3.890566e-05,6.663720e-05,5.776661e-05,3.372482e-05,4.450630e-05,5.636679e-05,1.297065e-04,2.886733e-05,5.262530e-05,4.674558e-05,8.574791e-05,4.477658e-05,3.920915e-05,5.551513e-05,1.732727e-05,3.444598e-05,2.215283e-05,2.588819e-05
0.170898,1.052983e-05,4.181337e-05,4.613811e-05,5.942177e-05,4.576499e-05,4.237352e-05,7.149662e-05,4.166437e-05,8.288302e-05,7.294918e-05,4.598452e-05,5.345496e-05,6.517626e-05,1.585549e-04,3.391214e-05,6.978557e-05,5.106246e-05,9.530580e-05,3.330923e-05,4.558207e-05,5.459294e-05,1.949341e-05,3.493906e-05,2.130133e-05,3.090416e-05
0.195312,1.612830e-05,6.929028e-05,7.342164e-05,8.393867e-05,7.400179e-05,6.298538e-05,1.131133e-04,5.575231e-05,1.305444e-04,1.069010e-04,7.324921e-05,7.553651e-05,8.143420e-05,2.205066e-04,4.750761e-05,9.408881e-05,6.164677e-05,1.055461e-04,3.358621e-05,6.206273e-05,6.431994e-05,2.987518e-05,3.961833e-05,2.506931e-05,3.984188e-05
0.219727,1.481908e-05,6.174784e-05,6.855765e-05,6.599980e-05,7.239665e-05,5.978281e-05,1.019813e-04,4.576361e-05,1.219010e-04,8.846548e-05,6.315875e-05,5.721832e-05,5.135763e-05,1.549478e-04,3.683171e-05,6.625236e-05,4.244086e-05,6.367371e-05,2.199184e-05,4.753082e-05,4.236712e-05,2.631121e-05,2.373105e-05,1.630576e-05,2.535254e-05
0.244141,1.556917e-05,5.725729e-05,7.026705e-05,5.510147e-05,7.573186e-05,6.437202e-05,9.756508e-05,4.315220e-05,1.244483e-04,7.979380e-05,5.918818e-05,4.947138e-05,3.603814e-05,1.167684e-04,3.279117e-05,4.948013e-05,3.263049e-05,4.204664e-05,1.711381e-05,3.801788e-05,3.006533e-05,2.427475e-05,1.522451e-05,1.232442e-05,1.721536e-05
0.268555,2.234812e-05,6.861930e-05,9.607256e-05,6.151020e-05,1.021314e-04,9.310061e-05,1.212515e-04,5.428566e-05,1.593510e-04,9.158797e-05,7.075478e-05,5.838914e-05,3.652463e-05,1.218497e-04,4.311273e-05,4.935628e-05,3.179534e-05,3.390448e-05,1.694857e-05,3.813561e-05,2.901700e-05,2.851585e-05,1.311643e-05,1.270256e-05,1.507211e-05
0.292969,3.107208e-05,7.838783e-05,1.263644e-04,6.827638e-05,1.300118e-04,1.343927e-04,1.500904e-04,7.028840e-05,1.977759e-04,1.033509e-04,8.329024e-05,6.607613e-05,3.757865e-05,1.236386e-04,5.747920e-05,4.898282e-05,2.850161e-05,2.441852e-05,1.532124e-05,3.497677e-05,2.822741e-05,3.192696e-05,1.154896e-05,1.390101e-05,1.371383e-05
0.317383,2.822748e-05,5.923210e-05,1.085523e-04,5.134106e-05,1.061909e-04,1.278330e-04,1.244416e-04,6.409328e-05,1.651595e-04,7.919136e-05,6.809209e-05,4.880826e-05,2.559072e-05,7.921764e-05,4.755706e-05,3.274580e-05,1.655416e-05,1.100414e-05,8.093776e-06,2.031961e-05,2.055522e-05,2.559411e-05,7.711206e-06,1.147213e-05,9.379699e-06
