1634,25,4,11.490000,8.25,1,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.097656,3.737668e-07,9.658059e-07,2.277743e-06,2.696577e-06,2.476491e-06,2.713055e-06,2.042744e-06,2.540154e-06,4.337771e-06,2.880679e-06,2.861974e-06,2.557099e-06,2.808082e-06,6.620676e-06,1.510216e-06,1.403161e-06,1.919966e-06,2.617368e-06,6.921120e-06,2.121729e-06,3.125640e-06,1.207347e-06,1.671719e-06,1.725877e-06,1.058076e-06
0.122070,3.304799e-07,9.445094e-07,1.639881e-06,1.997508e-06,1.806008e-06,1.779996e-06,1.695391e-06,1.758069e-06,2.823825e-06,2.220526e-06,1.412215e-06,1.826156e-06,2.164729e-06,5.085227e-06,1.147098e-06,1.499307e-06,1.714453e-06,2.681106e-06,3.051852e-06,1.552294e-06,2.432896e-06,7.981892e-07,1.375810e-06,1.094428e-06,9.284482e-07
0.146484,4.461619e-07,1.509938e-06,1.953282e-06,2.559130e-06,2.011006e-06,1.954284e-06,2.641600e-06,1.968233e-06,3.371168e-06,2.922406e-06,1.706135e-06,2.251569e-06,2.851589e-06,6.561838e-06,1.460395e-06,2.662308e-06,2.364854e-06,4.337977e-06,2.265242e-06,1.983587e-06,2.808504e-06,8.765845e-07,1.742618e-06,1.120709e-06,1.309681e-06
0.170898,5.386955e-07,2.139131e-06,2.360380e-06,3.039959e-06,2.341291e-06,2.167787e-06,3.657696e-06,2.131508e-06,4.240213e-06,3.732007e-06,2.352522e-06,2.734702e-06,3.334352e-06,8.111511e-06,1.734911e-06,3.570160e-06,2.612304e-06,4.875750e-06,1.704067e-06,2.331934e-06,2.792920e-06,9.972637e-07,1.787447e-06,1.089755e-06,1.581026e-06
0.195312,6.137857e-07,2.636941e-06,2.794165e-06,3.194406e-06,2.816244e-06,2.396999e-06,4.304690e-06,2.121734e-06,4.968056e-06,4.068271e-06,2.787604e-06,2.874650e-06,3.099095e-06,8.391694e-06,1.807970e-06,3.580684e-06,2.346056e-06,4.016708e-06,1.278171e-06,2.361886e-06,2.447787e-06,1.136943e-06,1.507732e-06,9.540486e-07,1.516240e-06
0.219727,7.153590e-07,2.980744e-06,3.309473e-06,3.185998e-06,3.494792e-06,2.885886e-06,4.922930e-06,2.209140e-06,5.884510e-06,4.270480e-06,3.048852e-06,2.762091e-06,2.479179e-06,7.479773e-06,1.777971e-06,3.198190e-06,2.048741e-06,3.073711e-06,1.061609e-06,2.294448e-06,2.045182e-06,1.270117e-06,1.145565e-06,7.871255e-07,1.223839e-06
0.244141,5.771597e-07,2.122566e-06,2.604847e-06,2.042648e-06,2.807431e-06,2.386314e-06,3.616803e-06,1.599681e-06,4.613381e-06,2.958010e-06,2.194146e-06,1.833937e-06,1.335958e-06,4.328682e-06,1.215591e-06,1.834262e-06,1.209634e-06,1.558697e-06,6.344203e-07,1.409348e-06,1.114542e-06,8.998813e-07,5.643828e-07,4.568747e-07,6.381848e-07
0.268555,1.028681e-06,3.158536e-06,4.422206e-06,2.831305e-06,4.701092e-06,4.285408e-06,5.581190e-06,2.498761e-06,7.334905e-06,4.215781e-06,3.256832e-06,2.687643e-06,1.681223e-06,5.608726e-06,1.984473e-06,2.271862e-06,1.463535e-06,1.560618e-06,7.801400e-07,1.755377e-06,1.335648e-06,1.312580e-06,6.037474e-07,5.846971e-07,6.937671e-07
0.292969,1.403834e-06,3.541554e-06,5.709132e-06,3.084720e-06,5.873917e-06,6.071848e-06,6.781068e-06,3.175622e-06,8.935497e-06,4.669381e-06,3.763044e-06,2.985313e-06,1.697799e-06,5.585978e-06,2.596904e-06,2.213039e-06,1.287700e-06,1.103226e-06,6.922119e-07,1.580247e-06,1.275311e-06,1.442457e-06,5.217807e-07,6.280460e-07,6.195892e-07
0.317383,8.344230e-07,1.750940e-06,3.208879e-06,1.517676e-06,3.139073e-06,3.778827e-06,3.678577e-06,1.894640e-06,4.882223e-06,2.340949e-06,2.012847e-06,1.442804e-06,7.564788e-07,2.341726e-06,1.405818e-06,9.679876e-07,4.893519e-07,3.252895e-07,2.392574e-07,6.006613e-07,6.076258e-07,7.565787e-07,2.279484e-07,3.391237e-07,2.772701e-07
