957,25,23,12.804000,8.00,2,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.000000,2.474540e-07,1.647524e-07,6.517122e-08,1.385495e-07,5.908286e-08,2.915489e-07,1.534992e-08,1.366196e-07,1.494714e-07,2.991296e-07,7.171022e-08,9.422496e-09,4.144010e-09,2.083582e-07,6.989891e-08,3.033108e-08,2.628211e-07,4.244097e-07,1.031330e-08,1.435663e-07,1.929499e-07,8.117096e-09,6.164051e-09,1.799508e-07,3.231917e-07
0.048828,1.495091e-07,2.874955e-07,2.039266e-07,1.125159e-07,9.248257e-08,1.139983e-07,2.749696e-07,5.765580e-08,2.266859e-08,2.049867e-07,5.646811e-08,5.302533e-08,1.393064e-07,1.270956e-07,5.897196e-08,3.095534e-08,3.703884e-08,5.603905e-08,1.927141e-09,1.840217e-08,2.138843e-08,2.932021e-08,3.526973e-08,1.885826e-08,3.101996e-08
0.097656,4.196525e-07,7.462131e-07,4.380829e-07,2.751544e-07,1.995770e-07,3.512614e-07,5.237303e-07,1.501879e-07,7.216251e-08,4.726474e-07,1.684607e-07,1.334978e-07,1.631995e-07,2.703478e-07,1.209395e-07,8.290204e-08,7.002859e-08,1.367056e-07,3.334821e-08,5.387278e-08,5.683119e-08,5.988679e-08,6.945257e-08,4.933577e-08,1.204513e-07
0.146484,6.483567e-07,1.404858e-06,7.045141e-07,4.463513e-07,3.130195e-07,6.473305e-07,6.806780e-07,4.274038e-07,1.847790e-07,6.184851e-07,2.517146e-07,3.058869e-07,1.541103e-07,3.552363e-07,8.084944e-08,2.016586e-07,2.132763e-07,1.743812e-07,7.572951e-08,1.864221e-07,9.955566e-08,4.174046e-08,1.358626e-07,1.536397e-07,1.383336e-07
0.195312,6.751510e-07,2.280774e-06,9.552851e-07,5.681919e-07,4.381133e-07,8.782066e-07,6.118380e-07,9.083606e-07,4.941541e-07,4.839323e-07,2.543254e-07,4.937613e-07,2.998402e-07,4.101232e-07,9.771713e-08,3.747977e-07,3.772930e-07,5.762678e-08,1.736030e-07,2.983602e-07,1.330622e-07,1.057696e-07,9.734978e-08,3.187371e-07,4.013480e-07
0.244141,7.644575e-07,3.293595e-06,1.146683e-06,6.496013e-07,6.043264e-07,8.596628e-07,1.295138e-07,1.351516e-06,8.951918e-07,2.233481e-07,2.242046e-07,4.260289e-07,5.853005e-07,5.066360e-07,4.963937e-07,5.095067e-07,3.503316e-07,2.766760e-07,2.041116e-07,3.011213e-07,2.494114e-07,2.158419e-07,3.903839e-08,2.057397e-07,5.006592e-07
0.292969,1.437889e-06,4.330377e-06,1.243441e-06,9.029601e-07,8.912678e-07,4.207251e-07,9.926990e-07,1.777728e-06,1.150048e-06,2.976452e-07,3.370986e-07,5.243390e-07,7.486130e-07,5.387623e-07,9.381435e-07,5.187368e-07,3.131998e-07,1.790189e-07,8.412923e-08,1.742966e-07,1.068886e-07,2.839623e-07,1.042958e-07,4.174756e-07,4.820865e-07
0.341797,2.359360e-06,5.125431e-06,1.248570e-06,1.431471e-06,1.372732e-06,4.832993e-07,2.270903e-06,2.501689e-06,1.113662e-06,2.786562e-07,3.914980e-07,1.040656e-06,9.087226e-07,3.673032e-07,1.148487e-06,2.931806e-07,5.033225e-07,2.217691e-07,2.182822e-07,1.591592e-07,1.232293e-07,3.595217e-07,1.068756e-07,9.193862e-07,2.915936e-07
0.390625,3.263268e-06,5.706655e-06,1.285168e-06,2.033198e-06,1.992112e-06,1.451350e-06,3.528785e-06,3.136944e-06,8.492154e-07,5.279200e-07,3.533047e-07,1.323372e-06,1.438283e-06,3.644136e-07,1.208981e-06,2.496216e-07,3.652282e-07,2.461538e-07,1.100480e-07,5.572940e-07,2.611305e-07,4.189865e-07,2.649089e-07,3.490209e-07,7.746953e-07
0.439453,4.060643e-06,6.125233e-06,1.545093e-06,2.415336e-06,2.480798e-06,2.082395e-06,4.478254e-06,3.085647e-06,7.659202e-07,1.052812e-06,5.049000e-07,1.235182e-06,2.152938e-06,3.942652e-07,1.198864e-06,7.516965e-08,4.542586e-07,4.478338e-07,1.166611e-07,5.045831e-07,2.165957e-07,1.664581e-07,3.181182e-07,1.563121e-07,1.446860e-06
0.488281,4.889764e-06,6.466506e-06,2.023602e-06,2.572720e-06,2.519817e-06,2.171601e-06,4.772896e-06,2.700873e-06,1.149273e-06,1.717156e-06,9.488777e-07,7.258199e-07,2.836999e-06,5.230664e-07,1.320316e-06,3.389062e-07,6.531707e-07,8.711562e-07,8.787126e-08,3.779603e-07,3.380105e-07,8.118525e-07,1.616181e-07,2.411453e-07,9.132068e-07
0.537109,6.204166e-06,6.805421e-06,2.553806e-06,3.103173e-06,2.017696e-06,2.003707e-06,4.277425e-06,2.488599e-06,1.366365e-06,2.742861e-06,1.390431e-06,1.181767e-07,2.916614e-06,4.577412e-07,1.521412e-06,3.491795e-07,5.746463e-07,8.856619e-07,1.386049e-07,2.939419e-07,7.537736e-07,1.143535e-06,6.070248e-08,6.736005e-07,1.233111e-06
0.585938,8.123739e-06,7.059625e-06,3.068080e-06,4.283499e-06,1.409807e-06,2.031783e-06,3.253814e-06,1.842932e-06,1.347748e-06,3.718034e-06,1.555343e-06,6.625978e-07,2.476566e-06,1.458898e-06,1.390920e-06,5.656823e-07,6.944344e-07,9.084191e-07,2.361123e-07,3.293257e-07,4.675767e-07,6.664372e-07,2.056314e-07,9.745218e-07,5.555096e-07
0.634766,9.957470e-06,7.158851e-06,3.583475e-06,5.447768e-06,1.604322e-06,2.820212e-06,2.685046e-06,1.022037e-06,1.264347e-06,4.016640e-06,1.492614e-06,5.224538e-07,1.821600e-06,2.282421e-06,1.055506e-06,6.050779e-07,1.210097e-06,2.448601e-07,1.393648e-07,3.551393e-07,1.918657e-07,9.614796e-07,3.809048e-07,9.575361e-07,4.550289e-07
0.683594,1.070894e-05,7.126787e-06,3.991535e-06,6.014926e-06,2.012451e-06,4.641052e-06,3.217250e-06,2.400955e-06,9.616683e-07,3.636508e-06,1.165711e-06,3.117743e-07,1.098004e-06,1.894712e-06,1.124148e-06,3.693239e-07,1.334116e-06,4.474442e-07,5.589863e-08,4.623106e-07,5.588567e-07,6.027011e-07,3.013032e-07,1.323863e-06,2.115550e-06
0.732422,1.012144e-05,7.015105e-06,4.031043e-06,6.139078e-06,1.773465e-06,7.016817e-06,3.708476e-06,3.972224e-06,1.245657e-06,3.165489e-06,1.075516e-06,1.079959e-06,5.237565e-07,2.261337e-07,1.650884e-06,3.374224e-07,9.983996e-07,1.006280e-06,2.608336e-07,3.772201e-07,8.035886e-07,2.608494e-07,1.050713e-07,1.555155e-06,1.251129e-06
