780,25,46,16.692000,8.00,2,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.000000,1.611352e-03,1.322151e-05,1.452826e-04,2.734022e-04,2.828335e-04,2.842342e-05,3.931252e-04,5.495057e-04,4.025726e-04,6.713035e-04,1.116920e-04,2.055325e-04,1.426504e-04,3.118082e-04,1.534036e-03,3.231484e-04,3.309507e-05,1.056893e-03,2.465811e-04,1.983818e-04,3.031154e-04,4.554263e-05,8.605270e-05,2.413049e-03,8.033534e-04
0.048828,5.902699e-04,2.176845e-03,1.726905e-03,2.858822e-03,1.076863e-03,1.063874e-03,1.221582e-03,5.900636e-04,2.980462e-04,9.359224e-04,1.735661e-04,7.557499e-04,4.567957e-04,8.746429e-04,8.748927e-04,1.590464e-04,3.797553e-04,1.795313e-04,2.440992e-04,6.767118e-04,3.673555e-04,3.273661e-04,2.031140e-05,4.719170e-04,7.832092e-04
0.097656,2.983243e-03,3.726519e-03,3.920751e-03,6.257282e-03,2.506338e-03,2.672910e-03,4.827838e-03,6.356207e-04,5.143678e-04,1.891816e-03,6.233014e-04,2.563082e-03,1.221457e-03,1.636047e-03,9.456151e-04,1.485443e-04,1.094140e-03,2.904732e-05,1.971832e-04,4.791587e-04,2.793637e-04,4.368958e-04,1.122329e-04,6.733556e-04,9.128539e-04
0.146484,8.052213e-03,3.604835e-03,6.373982e-03,8.411334e-03,6.399055e-03,2.582561e-03,8.181414e-03,3.269552e-04,5.103376e-04,2.536152e-03,1.264374e-03,3.982594e-03,2.420255e-03,1.266739e-03,3.007960e-03,4.639937e-04,4.086482e-04,6.809203e-04,2.234818e-04,9.699963e-04,9.293515e-04,8.626629e-04,1.637749e-04,1.100377e-03,1.999445e-03
0.195312,1.599956e-02,1.926283e-03,8.314280e-03,8.152639e-03,1.067567e-02,2.342989e-03,1.133648e-02,2.094526e-03,1.362063e-03,3.457674e-03,1.138915e-03,4.887702e-03,3.096306e-03,2.069114e-03,6.528612e-03,1.580097e-03,5.087561e-04,1.651242e-03,9.690185e-04,1.099030e-03,4.889962e-04,7.534545e-04,4.914868e-04,1.920753e-03,1.487431e-03
0.244141,2.540608e-02,2.298482e-03,9.494365e-03,6.332580e-03,1.324429e-02,7.098282e-03,1.497269e-02,4.514642e-03,5.378831e-04,4.639529e-03,8.480416e-04,6.097790e-03,3.712225e-03,4.003092e-03,6.903475e-03,2.471121e-03,1.739569e-03,2.446754e-03,3.616281e-04,1.861577e-03,1.465744e-03,2.014205e-03,3.517423e-04,5.407084e-05,7.023435e-04
0.292969,3.388639e-02,1.007416e-02,1.036815e-02,6.757477e-03,1.387527e-02,9.212112e-03,1.395801e-02,6.435828e-03,1.073872e-03,5.658959e-03,2.862336e-03,5.616690e-03,4.661372e-03,3.202768e-03,5.760432e-03,2.491504e-03,7.774669e-04,3.676689e-03,1.054465e-03,1.280497e-03,2.115303e-03,2.198526e-03,1.490763e-03,4.189809e-03,2.692466e-03
0.341797,3.758276e-02,2.065778e-02,1.115545e-02,1.090048e-02,1.283799e-02,8.313847e-03,1.218394e-02,5.908636e-03,4.444434e-04,5.904660e-03,2.777288e-03,7.128219e-03,5.353354e-03,3.757468e-03,4.979181e-03,1.666109e-03,1.437398e-03,2.117210e-03,9.989254e-04,1.920168e-03,2.145915e-03,4.375406e-04,1.098062e-03,5.844684e-03,4.300159e-03
0.390625,3.554681e-02,3.161850e-02,1.144102e-02,1.167788e-02,1.174662e-02,7.799293e-03,1.238344e-02,1.937585e-03,3.170708e-03,3.882258e-03,2.712639e-03,7.379039e-03,4.722165e-03,4.451707e-03,3.147295e-03,2.296937e-04,1.140920e-03,1.493213e-03,1.333861e-03,8.383723e-04,2.361170e-03,1.298922e-03,4.041873e-04,6.148761e-03,5.229638e-03
0.439453,2.766958e-02,4.054086e-02,1.092418e-02,6.721999e-03,1.191364e-02,7.515192e-03,6.054239e-03,5.074924e-03,5.597968e-03,2.134533e-03,5.282484e-03,5.891255e-03,4.390737e-03,6.625208e-03,1.823802e-03,1.953117e-03,1.034416e-03,2.470532e-03,7.572844e-04,2.918362e-03,2.031967e-03,2.061114e-03,8.292883e-04,2.846403e-03,3.914451e-04
0.488281,1.624296e-02,4.602551e-02,9.839752e-03,4.575444e-03,1.414625e-02,7.006496e-03,5.398729e-03,1.031688e-02,9.999721e-03,6.091698e-03,6.991083e-03,6.138554e-03,8.741079e-03,8.124179e-03,3.431451e-03,1.167330e-03,2.536942e-03,2.469419e-03,2.053969e-03,2.614134e-03,1.077810e-03,5.722827e-04,4.896414e-04,5.346091e-03,4.706550e-03
0.537109,1.149162e-02,4.701128e-02,8.575444e-03,9.791247e-03,1.562443e-02,8.853846e-03,1.183656e-02,1.243594e-02,1.624614e-02,6.632250e-03,7.245191e-03,9.516006e-03,1.209784e-02,5.172645e-03,6.689896e-03,1.318796e-03,2.963545e-03,4.045739e-03,1.358540e-03,1.141413e-03,1.870523e-03,1.086163e-03,4.051894e-04,7.819261e-03,2.440379e-03
0.585938,2.244243e-02,4.158140e-02,7.455255e-03,1.469807e-02,1.342937e-02,8.139145e-03,1.695103e-02,9.222156e-03,1.689944e-02,7.242709e-03,4.915327e-03,1.482256e-02,1.054152e-02,1.614054e-03,1.484517e-03,7.360938e-04,7.361550e-03,5.766543e-03,1.766871e-03,9.976275e-04,1.767999e-03,2.394720e-03,4.694392e-04,7.713236e-03,3.368293e-03
0.634766,3.435095e-02,3.352427e-02,6.624707e-03,1.396711e-02,1.031438e-02,3.988460e-03,1.627896e-02,5.104945e-03,1.277011e-02,9.185422e-03,4.907883e-03,1.631065e-02,1.202600e-02,3.765061e-03,8.020038e-03,2.406618e-03,6.602814e-03,6.137800e-03,1.516368e-03,1.587047e-03,2.154750e-03,3.038150e-03,5.908017e-04,4.931661e-03,2.758204e-03
0.683594,4.151622e-02,3.805598e-02,6.005386e-03,8.083102e-03,1.100751e-02,1.256874e-02,1.233995e-02,7.838864e-03,1.200307e-02,7.854527e-03,1.027153e-02,1.464055e-02,1.579138e-02,3.768660e-03,7.672808e-03,3.465953e-03,3.151504e-03,3.146175e-03,2.863602e-03,2.009278e-03,3.775502e-03,2.134294e-03,1.931424e-03,8.144518e-03,5.451987e-03
0.732422,4.425500e-02,5.238096e-02,4.966565e-03,7.106576e-03,1.619273e-02,1.596671e-02,6.834642e-03,5.892860e-03,1.239212e-02,6.355132e-03,1.482086e-02,1.161939e-02,1.553482e-02,4.912255e-03,2.793182e-03,5.502492e-03,7.451384e-04,5.920479e-03,1.913302e-03,3.491322e-03,2.115101e-03,1.532380e-03,9.285102e-04,1.066176e-02,5.627826e-03
0.781250,4.785575e-02,5.841538e-02,2.713077e-03,1.060702e-02,1.928866e-02,1.554027e-02,2.253695e-03,3.102265e-03,9.628649e-03,1.015377e-02,1.701514e-02,1.097977e-02,1.420403e-02,8.317406e-03,3.367203e-03,3.985391e-03,3.297280e-03,8.116586e-03,2.676391e-03,3.258046e-03,1.630188e-04,1.937427e-03,6.378081e-04,4.267004e-03,3.492603e-03
0.830078,5.843519e-02,4.900625e-02,4.810163e-03,1.724555e-02,1.886485e-02,1.353077e-02,9.621740e-03,3.582919e-03,6.483119e-03,1.290752e-02,1.566201e-02,9.902999e-03,8.975192e-03,6.242992e-03,1.054107e-02,1.995320e-03,5.265456e-03,4.789577e-03,2.982034e-03,3.271918e-03,1.194936e-03,7.361512e-04,1.349921e-03,5.550273e-03,1.886592e-03
0.878906,7.383904e-02,2.958864e-02,1.159148e-02,2.027999e-02,2.143573e-02,6.856585e-03,1.049874e-02,5.935049e-03,6.796994e-03,1.165975e-02,9.356484e-03,9.587941e-03,3.276994e-03,1.191096e-03,2.191833e-02,2.735237e-03,5.080915e-03,5.011920e-03,2.944624e-03,1.468211e-03,5.138509e-04,3.480480e-03,9.589434e-04,1.214499e-02,1.600508e-03
0.927734,8.672717e-02,1.803116e-02,1.783510e-02,1.386215e-02,2.342436e-02,3.834066e-03,7.093379e-03,7.496888e-03,8.856533e-03,1.314218e-02,2.110696e-03,8.774094e-03,7.920699e-03,8.949749e-04,2.467874e-02,3.243823e-03,2.624591e-03,9.171199e-03,2.413830e-03,2.776746e-03,7.114648e-04,4.371551e-03,2.999796e-04,3.731831e-03,1.572139e-03
0.976562,9.360700e-02,2.018342e-02,2.104306e-02,6.082464e-03,1.925223e-02,8.473866e-03,5.331304e-03,1.214773e-02,9.415491e-03,1.539746e-02,1.441562e-03,4.263021e-03,4.281065e-03,3.096736e-03,2.221434e-02,1.900528e-03,2.330610e-03,1.170773e-02,1.167000e-03,3.077382e-03,2.224857e-03,2.469026e-03,5.127090e-04,1.170876e-02,2.468734e-03
