61,25,23,12.8039999,8.25000000,1,1,2
freq,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.00000000,2.77709675,2.60711718,2.47661781,2.46838212,2.50261116,2.66073704,2.57770514,2.50763702,2.17537379,2.37799239,2.15775084,2.29890585,2.18495750,2.20866537,2.22124720,2.02352548,2.01737952,1.95368624,1.76257944,2.05759430,1.78182030,1.68966460,1.65554738,1.90049458,1.90550160
0.500000000,2.68841362,2.52777958,2.37986207,2.35125113,2.40441871,2.55481958,2.46142244,2.39633536,2.04795170,2.26286435,2.05007625,2.19076800,2.06223297,2.11251402,2.09582853,1.90824771,1.90979528,1.84263349,1.66125441,1.92258906,1.63365149,1.57397711,1.53619719,1.75021052,1.75503516
1.00000000,2.66514230,2.51289725,2.34944034,2.30330038,2.37262487,2.51613712,2.41389298,2.35277939,1.99086356,2.21600151,2.00948501,2.14949203,2.00835180,2.08166051,2.03952169,1.86018729,1.86829996,1.79801798,1.62511313,1.85686040,1.55644584,1.52462173,1.48356390,1.67085671,1.67548537
1.50000000,2.58744240,2.44270277,2.26543045,2.20429564,2.28730226,2.42468023,2.31493711,2.25690818,1.88373339,2.11728573,1.91598904,2.05511761,1.90313923,1.99628770,1.93212354,1.75936294,1.77302325,1.69994104,1.53436553,1.74022985,1.42983770,1.42173457,1.37775254,1.54209185,1.54651523
2.00000000,2.49479723,2.35674763,2.16724062,2.09336281,2.18785429,2.31977749,2.20373011,2.14800429,1.76556230,2.00594759,1.80893660,1.94701767,1.78577518,1.89589953,1.81278849,1.64512801,1.66342044,1.58783066,1.42854130,1.61187243,1.29283428,1.30477548,1.25819421,1.40294421,1.40715659
2.50000000,2.43034554,2.29823422,2.09793925,2.01331687,2.11734509,2.24442554,2.12313056,2.06902170,1.67905402,1.92489457,1.73134089,1.86822820,1.69912195,1.82365322,1.72435546,1.56050086,1.58260274,1.50477409,1.35082042,1.51464486,1.18814206,1.21685982,1.16797745,1.29613805,1.30013680
3.00000000,2.44051933,2.31365371,2.10389495,2.01029825,2.12213945,2.24492741,2.11931777,2.06622577,1.67025089,1.92034984,1.72952104,1.86508870,1.68936133,1.82599902,1.71298599,1.55180430,1.57697809,1.49715602,1.34767413,1.49472237,1.16180277,1.20439732,1.15348744,1.26773024,1.27151537
3.50000000,2.35437155,2.23211432,2.01410198,1.91309524,2.03122759,2.15021706,2.02111483,1.96851587,1.56785488,1.82117522,1.63242495,1.76656556,1.58531857,1.73200560,1.60748744,1.44798958,1.47557497,1.39398456,1.24819016,1.38092375,1.04251564,1.09641814,1.04373157,1.14643133,1.15000498
4.00000000,2.32421803,2.20598292,1.98082137,1.87378454,1.99686813,2.11250186,1.98062873,1.92806816,1.52386618,1.77951312,1.59227252,1.72489572,1.53910303,1.69400311,1.55995250,1.40127885,1.43068695,1.34753346,1.20471621,1.32535052,0.982275546,1.04521608,0.990982115,1.08424687,1.08761287
4.50000000,2.30403662,2.18928480,1.95798206,1.84612858,1.97298563,2.08566070,1.95164931,1.89873374,1.49197996,1.74918425,1.56295407,1.69398451,1.50450587,1.66598308,1.52415764,1.36556447,1.39627051,1.31174183,1.17125893,1.28178596,0.934770703,1.00474691,0.949175656,1.03487265,1.03803658
5.00000000,2.19913745,2.08737493,1.85084867,1.73524380,1.86484265,1.97491360,1.83931684,1.78570724,1.37725329,1.63535619,1.44970012,1.57907605,1.38666821,1.55326807,1.40523100,1.24607801,1.27761650,1.19188380,1.05315566,1.15536296,0.805049419,0.880300343,0.823583484,0.903363109,0.906331658
5.50000000,2.16829896,2.05907249,1.81815767,1.69973254,1.83117318,1.93895650,1.80225515,1.74766159,1.33823681,1.59667778,1.41121554,1.53888726,1.34421492,1.51464736,1.36178577,1.20152497,1.23348379,1.14670348,1.00920773,1.10469782,0.751652360,0.830633342,0.772945940,0.848263860,0.851044416
6.00000000,2.12594366,2.01883864,1.77429366,1.65386009,1.78635907,1.89213634,1.75474787,1.69892383,1.28914976,1.54745388,1.36185563,1.48778486,1.29142952,1.46455359,1.30809522,1.14626145,1.17827725,1.09059167,0.953859746,1.04406559,0.688787520,0.770148039,0.711649597,0.783785999,0.786387205
6.50000000,2.09294701,1.98758471,1.74009681,1.61836004,1.75123882,1.85526109,1.71754527,1.66028261,1.25068617,1.50845420,1.32243538,1.44659352,1.24906278,1.42387187,1.26490104,1.10110211,1.13285589,1.04439461,0.908006549,0.994207859,0.637136877,0.719700217,0.660535932,0.730613708,0.733044505
7.00000000,2.03220201,1.92823589,1.67842793,1.55599737,1.68867099,1.79116023,1.65342677,1.59455156,1.18557572,1.44247496,1.25579154,1.37815869,1.17989361,1.35550284,1.19497383,1.02888298,1.06009603,0.970976710,0.834558010,0.917894721,0.559417307,0.642162681,0.582464457,0.651465416,0.653735161
7.50000000,1.96698558,1.86410022,1.61253464,1.48993492,1.62190163,1.72305465,1.58556771,1.52493620,1.11695039,1.37270641,1.18515015,1.30571461,1.10709727,1.28273106,1.12148142,0.952829480,0.983259678,0.893589377,0.756806731,0.838292003,0.478747606,0.560793519,0.500680983,0.569460034,0.571578622
8.00000000,1.89156759,1.78947592,1.53666008,1.41433918,1.54517198,1.64516258,1.50814605,1.44564176,1.03895104,1.29333985,1.10473478,1.22349167,1.02485120,1.19983339,1.03859472,0.867164135,0.896602333,0.806478083,0.669036210,0.749568343,0.389254391,0.469843566,0.409425199,0.478724062,0.480701327
8.50000000,1.88668501,1.78512621,1.53151679,1.40985572,1.53919339,1.63817418,1.50181675,1.43734622,1.03219938,1.28504157,1.09524035,1.21219110,1.01380944,1.18755269,1.02696204,0.852580547,0.880847335,0.790357113,0.651995838,0.732368469,0.371545434,0.450031698,0.389405489,0.459864378,0.461710274
9.00000000,1.86645138,1.76518893,1.51119578,1.39051533,1.51805544,1.61616051,1.48061907,1.41411006,1.01070642,1.26186073,1.07074165,1.18589354,0.988010406,1.16000783,1.00061703,0.823152065,0.850095153,0.759318471,0.619809508,0.700721860,0.339617252,0.415453255,0.354707658,0.426876068,0.428600609
9.50000000,1.84955573,1.74837589,1.49436569,1.37493360,1.50042534,1.59777212,1.46317601,1.39457428,0.993070483,1.24242926,1.04989302,1.16325784,0.966076136,1.13589275,0.978176892,0.797531009,0.823022604,0.732031286,0.591175675,0.673241258,0.312053502,0.384779632,0.323994339,0.398341089,0.399954081
10.0000000,1.77042627,1.66913605,1.41543651,1.29747319,1.42071223,1.51740265,1.38385630,1.31312382,0.913639307,1.16112351,0.967090905,1.07868481,0.882374287,1.04963994,0.894005537,0.710112154,0.734046221,0.642905116,0.500530779,0.584285676,0.223187327,0.292422354,0.231668830,0.308590353,0.310101628
10.5000000,1.67175734,1.57018304,1.31708515,1.20076978,1.32159221,1.41771448,1.28530121,1.21241379,0.815035880,1.06059146,0.865000725,0.974843919,0.779545009,0.943947315,0.790739238,0.603558719,0.625849068,0.534616649,0.390575647,0.476486057,0.115627021,0.181058705,0.120400965,0.200229794,0.201648831
11.0000000,1.66216969,1.56015563,1.30791759,1.19339252,1.31166983,1.40730023,1.27608442,1.20103014,0.805818200,1.04941201,0.852217436,0.960333228,0.766160667,0.927439153,0.776947379,0.586463451,0.607041597,0.515770197,0.369937301,0.458406091,0.979161263E-1,0.159293473,0.987885296E-1,0.181800187,0.183136404
11.5000000,1.64031088,1.53771758,1.28656697,1.17394257,1.28957772,1.38478184,1.25481093,1.17758822,0.784578204,1.02619553,0.827364445,0.933779240,0.740824819,0.898765445,0.751230836,0.557447493,0.576260924,0.484997481,0.337267607,0.428640753,0.686317980E-1,0.125757813,0.654567182E-1,0.151876152,0.153138518
12.0000000,1.59728992,1.49399316,1.24413002,1.13348806,1.24641156,1.34124506,1.21255231,1.13316882,0.742376328,0.982017517,0.781529605,0.886272073,0.694607854,0.849037886,0.704657555,0.507596374,0.524606466,0.433393210,0.283679873,0.378252000,0.188202858E-1,0.715456903E-1,0.114932954E-1,0.101500750,0.102698058
12.5000000,1.59992480,1.49581468,1.24741316,1.13881123,1.24897766,1.34348738,1.21609378,1.13456476,0.745987892,0.983666539,0.781511784,0.884612739,0.694293261,0.845076561,0.704008877,0.503706217,0.518887401,0.427761644,0.275995225,0.374014795,0.152430832E-1,0.634599030E-1,0.369608402E-2,0.974323452E-1,0.985729098E-1
13.0000000,1.53656137,1.43154061,1.18475187,1.07822621,1.18561041,1.27983582,1.15375149,1.07009900,0.683721542,0.919461727,0.715639234,0.817131400,0.628195882,0.775229096,0.637597561,0.434103042,0.447440445,0.356435746,0.202561826,0.304235846,-0.538056493E-1,-0.101683140E-1,-0.696088076E-1,0.279623270E-1,0.290544033E-1
13.5000000,1.53711510,1.43109846,1.18605268,1.08162057,1.18621576,1.28018928,1.15541482,1.06966650,0.685460210,0.919294953,0.713811815,0.813729346,0.626203775,0.769412339,0.635310173,0.428683758,0.440172911,0.349318862,0.193296760,0.298795044,-0.584563911E-1,-0.194378197E-1,-0.785244703E-1,0.229569376E-1,0.240082145E-1
14.0000000,1.44907999,1.34199286,1.09880054,0.996463537,1.09827852,1.19202662,1.06855500,0.980743170,0.598669410,0.830639243,0.623509049,0.721887350,0.535786092,0.675121188,0.544614494,0.334925562,0.344570428,0.253893346,0.956948400E-1,0.205153883,-0.151257008,-0.116868734,-0.175575227,-0.701348782E-1,-0.691169798E-1
