61,25,44,15.9180002,8.25000000,1,1,2
freq,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.00000000,5.89109707,5.72111750,5.59061813,5.58238220,5.61661148,5.77473736,5.69170523,5.62163734,5.28937435,5.49199247,5.27175140,5.41290617,5.29895782,5.32266569,5.33524752,5.13752556,5.13138008,5.06768656,4.87657976,5.17159462,4.89582062,4.80366516,4.76954746,5.01449490,5.01950169
0.500000000,5.68080282,5.52016878,5.37225103,5.34364033,5.39680767,5.54720879,5.45381165,5.38872433,5.04034090,5.25525379,5.04246521,5.18315697,5.05462217,5.10490322,5.08821774,4.90063667,4.90218449,4.83502293,4.65364361,4.91497803,4.62604046,4.56636620,4.52858639,4.74259949,4.74742413
1.00000000,5.52175903,5.36951399,5.20605707,5.15991688,5.22924137,5.37275410,5.27050972,5.20939589,4.84748030,5.07261848,4.86610174,5.00610876,4.86496830,4.93827724,4.89613819,4.71680403,4.72491646,4.65463448,4.48172998,4.71347713,4.41306257,4.38123846,4.34018040,4.52747345,4.53210211
1.50000000,5.38330555,5.23856640,5.06129408,5.00015926,5.08316565,5.22054386,5.11080074,5.05277157,4.67959690,4.91314936,4.71185255,4.85098124,4.69900274,4.79215145,4.72798729,4.55522633,4.56888676,4.49580479,4.33022881,4.53609324,4.22570133,4.21759796,4.17361593,4.33795547,4.34237862
2.00000000,5.11372757,4.97567797,4.78617096,4.71229315,4.80678463,4.93870783,4.82266045,4.76693439,4.38449240,4.62487793,4.42786694,4.56594801,4.40470552,4.51482964,4.43171883,4.26405811,4.28235054,4.20676088,4.04747152,4.23080254,3.91176462,3.92370582,3.87712455,4.02187443,4.02608681
2.50000000,4.98470116,4.85259008,4.65229511,4.56767273,4.67170095,4.79878139,4.67748642,4.62337780,4.23340988,4.47925043,4.28569698,4.42258406,4.25347805,4.37800884,4.27871132,4.11485672,4.13695860,4.05912971,3.90517616,4.06900072,3.74249792,3.77121568,3.72233319,3.85049391,3.85449266
3.00000000,4.84123945,4.71437359,4.50461483,4.41101837,4.52285957,4.64564753,4.52003765,4.46694565,4.07097101,4.32106972,4.13024139,4.26580858,4.09008121,4.22671890,4.11370611,3.95252442,3.97769809,3.89787602,3.74839425,3.89544249,3.56252289,3.60511732,3.55420756,3.66845036,3.67223549
3.50000000,4.61512661,4.49286938,4.27485657,4.17385006,4.29198265,4.41097212,4.28186989,4.22927094,3.82860970,4.08193016,3.89317989,4.02732038,3.84607363,3.99276066,3.86824226,3.70874453,3.73633003,3.65473938,3.50894523,3.64167857,3.30327058,3.35717320,3.30448651,3.40718627,3.41075993
4.00000000,4.55664635,4.43841124,4.21324968,4.10621262,4.22929621,4.34493017,4.21305704,4.16049671,3.75629425,4.01194143,3.82470083,3.95732403,3.77153134,3.92643142,3.79238081,3.63370705,3.66311502,3.57996178,3.43714428,3.55777884,3.21470380,3.27764416,3.22341037,3.31667519,3.32004118
4.50000000,4.39389038,4.27913857,4.04783583,3.93598223,4.06283951,4.17551422,4.04150295,3.98858738,3.58183360,3.83903790,3.65280771,3.78383827,3.59435964,3.75583673,3.61401129,3.45541811,3.48612404,3.40159559,3.26111269,3.37163949,3.02462435,3.09460068,3.03902936,3.12472630,3.12789011
5.00000000,4.29618454,4.18442202,3.94789600,3.83229113,3.96188998,4.07196093,3.93636417,3.88275456,3.47430062,3.73240352,3.54674745,3.67612314,3.48371553,3.65031528,3.50227833,3.34312534,3.37466383,3.28893113,3.15020275,3.25241017,2.90209675,2.97734761,2.92063069,3.00041032,3.00337887
5.50000000,4.26612520,4.15689850,3.91598392,3.79755878,3.92899942,4.03678274,3.90008116,3.84548783,3.43606305,3.69450378,3.50904179,3.63671350,3.44204092,3.61247349,3.45961189,3.29935122,3.33131003,3.24452972,3.10703397,3.20252395,2.84947848,2.92845964,2.87077212,2.94608998,2.94887066
6.00000000,4.15970612,4.05260086,3.80805588,3.68762231,3.82012129,3.92589855,3.78851008,3.73268604,3.32291222,3.58121610,3.39561796,3.52154708,3.32519174,3.49831581,3.34185743,3.18002367,3.21203947,3.12435389,2.98762202,3.07782793,2.72254992,2.80391026,2.74541187,2.81754827,2.82014942
