61,25,40,15.0649996,8.25000000,1,1,2
freq,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.00000000,5.03879642,4.86881685,4.73831749,4.73008156,4.76431084,4.92243671,4.83940458,4.76933670,4.43707371,4.63969183,4.41945076,4.56060553,4.44665718,4.47036505,4.48294687,4.28522491,4.27907944,4.21538591,4.02427912,4.31929398,4.04351997,3.95136428,3.91724682,4.16219425,4.16720104
0.500000000,4.84915257,4.68851852,4.54060125,4.51199055,4.56515789,4.71555901,4.62216187,4.55707455,4.20869064,4.42360353,4.21081543,4.35150719,4.22297192,4.27325296,4.25656748,4.06898689,4.07053471,4.00337267,3.82199359,4.08332825,3.79439068,3.73471618,3.69693637,3.91094971,3.91577435
1.00000000,4.59481096,4.44256592,4.27910900,4.23296928,4.30229330,4.44580555,4.34356165,4.28244781,3.92053223,4.14566994,3.93915367,4.07916069,3.93802023,4.01132917,3.96919012,3.78985596,3.79796863,3.72768664,3.55478168,3.78652906,3.48611450,3.45429039,3.41323256,3.60052538,3.60515404
1.50000000,4.50828171,4.36354208,4.18626976,4.12513494,4.20814180,4.34551954,4.23577642,4.17774773,3.80457282,4.03812504,3.83682847,3.97595716,3.82397866,3.91712713,3.85296297,3.68020248,3.69386268,3.62078047,3.45520496,3.66106939,3.35067701,3.34257388,3.29859185,3.46293139,3.46735454
2.00000000,4.34610748,4.20805740,4.01855087,3.94467282,4.03916454,4.17108727,4.05504036,3.99931431,3.61687231,3.85725760,3.66024661,3.79832745,3.63708520,3.74720955,3.66409826,3.49643803,3.51473045,3.43914056,3.27985120,3.46318245,3.14414430,3.15608549,3.10950422,3.25425410,3.25846648
2.50000000,4.16474056,4.03262901,3.83233404,3.74771190,3.85174012,3.97882056,3.85752559,3.80341673,3.41344881,3.65928960,3.46573591,3.60262299,3.43351698,3.55804825,3.45875025,3.29489589,3.31699777,3.23916912,3.08521533,3.24903965,2.92253685,2.95125484,2.90237236,3.03053308,3.03453183
3.00000000,4.03822517,3.91135955,3.70160055,3.60800409,3.71984529,3.84263325,3.71702361,3.66393161,3.26795673,3.51805544,3.32722688,3.46279430,3.28706694,3.42370486,3.31069183,3.14951015,3.17468381,3.09486175,2.94537997,3.09242821,2.75950861,2.80210304,2.75119328,2.86543608,2.86922121
3.50000000,3.93321538,3.81095815,3.59294558,3.49193907,3.61007142,3.72906089,3.59995842,3.54735947,3.14669847,3.40001893,3.21126866,3.34540939,3.16416216,3.31084919,3.18633127,3.02683330,3.05441880,2.97282815,2.82703400,2.95976734,2.62135935,2.67526197,2.62257528,2.72527504,2.72884870
4.00000000,3.82304811,3.70481300,3.47965145,3.37261462,3.49569798,3.61133194,3.47945881,3.42689824,3.02269602,3.27834320,3.09110260,3.22372580,3.03793311,3.19283319,3.05878258,2.90010881,2.92951679,2.84636354,2.70354605,2.82418060,2.48110557,2.54404593,2.48981214,2.58307695,2.58644295
4.50000000,3.68221331,3.56746149,3.33615875,3.22430539,3.35116243,3.46383762,3.32982612,3.27691054,2.87015676,3.12736106,2.94113088,3.07216120,2.88268280,3.04415989,2.90233445,2.74374127,2.77444744,2.68991852,2.54943562,2.65996265,2.31294751,2.38292360,2.32735252,2.41304946,2.41621351
