100,25,3,11.445099,8.25,1,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.100000,2.484559e+10,4.666734e+10,3.248576e+10,2.252296e+10,2.682863e+10,2.659272e+10,2.519685e+10,1.900065e+10,2.102834e+10,1.747718e+10,1.371891e+10,9.317954e+09,1.009365e+10,8.712779e+09,1.142667e+10,8.081649e+09,1.062816e+10,5.869009e+09,3.965654e+09,6.524584e+09,4.216533e+09,7.384118e+09,5.652427e+09,4.234240e+09,4.336929e+09
0.106000,3.087822e+10,2.535673e+10,2.109621e+10,1.692383e+10,1.827199e+10,7.442792e+09,1.700334e+10,1.485992e+10,1.380254e+10,9.139017e+09,1.326159e+10,7.806455e+09,5.822510e+09,6.694184e+09,6.228613e+09,6.163209e+09,5.299728e+09,6.025722e+09,4.417956e+09,5.528572e+09,2.368834e+09,4.859597e+09,5.385753e+09,2.705840e+09,3.838344e+09
0.113000,5.168876e+10,4.892103e+10,4.914617e+10,5.848860e+10,4.704986e+10,3.492913e+10,3.136694e+10,2.793385e+10,2.064517e+10,2.283969e+10,1.453453e+10,1.948969e+10,1.837076e+10,2.043469e+10,1.446359e+10,1.306025e+10,1.606263e+10,1.112731e+10,6.569548e+09,1.008783e+10,7.708623e+09,5.688365e+09,7.405720e+09,6.593693e+09,6.729344e+09
0.121000,1.517927e+10,1.474233e+10,1.578255e+10,1.567728e+10,7.995174e+09,1.048102e+10,1.056616e+10,8.086917e+09,9.252543e+09,9.615880e+09,9.893283e+09,8.446810e+09,6.989410e+09,4.019766e+09,5.832188e+09,3.244448e+09,4.862402e+09,3.607052e+09,5.044990e+09,2.911322e+09,2.797485e+09,3.098004e+09,2.402480e+09,2.385147e+09,2.355930e+09
0.129000,3.494838e+10,2.225406e+10,3.027183e+10,1.113189e+10,2.513031e+10,2.103007e+10,1.337139e+10,1.179194e+10,1.238982e+10,6.880337e+09,7.800478e+09,7.862690e+09,8.776182e+09,1.192058e+10,7.571470e+09,7.678666e+09,5.444669e+09,9.577038e+09,6.365060e+09,3.835224e+09,3.831115e+09,5.975407e+09,5.322077e+09,3.472360e+09,3.710969e+09
0.137000,1.188309e+10,1.429646e+10,9.395538e+09,1.076869e+10,6.751385e+09,9.274129e+09,8.936766e+09,5.577335e+09,4.641497e+09,7.317692e+09,5.122392e+09,4.667782e+09,3.215956e+09,6.118747e+09,3.705301e+09,4.020401e+09,2.559806e+09,2.361697e+09,3.212321e+09,2.349001e+09,1.309428e+09,1.137789e+09,2.619502e+09,1.399822e+09,1.407398e+09
0.146000,2.318367e+10,2.389662e+10,1.192541e+10,1.226058e+10,2.036896e+10,1.341770e+10,9.693456e+09,1.500192e+10,1.234896e+10,9.695091e+09,1.109306e+10,8.136359e+09,7.480361e+09,1.100870e+10,5.624507e+09,4.275830e+09,5.221828e+09,4.392052e+09,3.423550e+09,3.458396e+09,1.543011e+09,3.265012e+09,3.704688e+09,2.781140e+09,2.753361e+09
0.155000,1.605023e+10,1.026870e+10,9.539694e+09,9.518667e+09,9.309507e+09,9.937476e+09,1.089407e+10,9.081365e+09,3.793280e+09,7.969447e+09,4.969084e+09,4.526643e+09,5.623518e+09,6.157245e+09,3.764753e+09,3.355011e+09,4.000185e+09,1.871123e+09,1.862162e+09,2.558336e+09,2.222745e+09,1.867666e+09,1.500960e+09,2.190611e+09,2.558184e+09
0.165000,4.142917e+10,5.809816e+10,3.221526e+10,3.758745e+10,3.955109e+10,3.175689e+10,3.362800e+10,2.703035e+10,1.765299e+10,2.000602e+10,1.944169e+10,1.900752e+10,1.061962e+10,1.008313e+10,1.946355e+10,1.087987e+10,1.485644e+10,1.100730e+10,9.857358e+09,9.257849e+09,5.412499e+09,8.529272e+09,1.319182e+10,9.702094e+09,7.138551e+09
0.176000,1.251534e+11,1.070269e+11,1.181701e+11,9.227469e+10,7.780669e+10,6.086704e+10,6.003304e+10,5.389805e+10,5.342039e+10,8.492439e+10,5.543067e+10,4.480449e+10,3.928133e+10,5.248906e+10,3.359448e+10,1.712151e+10,2.239421e+10,3.104667e+10,2.488014e+10,1.882133e+10,1.688068e+10,1.355360e+10,1.548878e+10,1.266439e+10,1.508123e+10
