100,25,29,13.495233,8.25,1,2,2
freq,site_01,site_02,site_03,site_04,site_05,site_06,site_07,site_08,site_09,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18,site_19,site_20,site_21,site_22,site_23,site_24,site_25
0.100000,1.412627e+12,2.653329e+12,1.847018e+12,1.280571e+12,1.525375e+12,1.511962e+12,1.432598e+12,1.080305e+12,1.195592e+12,9.936864e+11,7.800058e+11,5.297838e+11,5.738866e+11,4.953758e+11,6.496773e+11,4.594921e+11,6.042774e+11,3.336898e+11,2.254722e+11,3.709633e+11,2.397362e+11,4.198331e+11,3.213757e+11,2.407430e+11,2.465815e+11
0.106000,2.872622e+12,2.358955e+12,1.962595e+12,1.574436e+12,1.699856e+12,6.924081e+11,1.581833e+12,1.382429e+12,1.284060e+12,8.502091e+11,1.233735e+12,7.262399e+11,5.416722e+11,6.227646e+11,5.794522e+11,5.733676e+11,4.930374e+11,5.605771e+11,4.110055e+11,5.143269e+11,2.203743e+11,4.520917e+11,5.010404e+11,2.517262e+11,3.570838e+11
0.113000,6.462380e+12,6.116346e+12,6.144494e+12,7.312530e+12,5.882403e+12,4.367010e+12,3.921648e+12,3.492426e+12,2.581160e+12,2.855529e+12,1.817177e+12,2.436696e+12,2.296802e+12,2.554844e+12,1.808308e+12,1.632856e+12,2.008228e+12,1.391190e+12,8.213570e+11,1.261230e+12,9.637697e+11,7.111871e+11,9.258993e+11,8.243757e+11,8.413354e+11
0.121000,3.370601e+12,3.273576e+12,3.504560e+12,3.481184e+12,1.775351e+12,2.327340e+12,2.346245e+12,1.795723e+12,2.054553e+12,2.135234e+12,2.196832e+12,1.875638e+12,1.552018e+12,8.926005e+11,1.295054e+12,7.204389e+11,1.079710e+12,8.009562e+11,1.120255e+12,6.464673e+11,6.211896e+11,6.879207e+11,5.334775e+11,5.296288e+11,5.231410e+11
0.129000,1.995396e+12,1.270607e+12,1.728386e+12,6.355810e+11,1.434828e+12,1.200723e+12,7.634465e+11,6.732667e+11,7.074031e+11,3.928364e+11,4.453723e+11,4.489244e+11,5.010807e+11,6.806117e+11,4.322970e+11,4.384174e+11,3.108662e+11,5.468060e+11,3.634164e+11,2.189741e+11,2.187395e+11,3.411690e+11,3.038668e+11,1.982562e+11,2.118797e+11
0.137000,2.890668e+12,3.477742e+12,2.285549e+12,2.619581e+12,1.642335e+12,2.256015e+12,2.173948e+12,1.356737e+12,1.129086e+12,1.780094e+12,1.246068e+12,1.135480e+12,7.823100e+11,1.488440e+12,9.013475e+11,9.779986e+11,6.226957e+11,5.745039e+11,7.814257e+11,5.714155e+11,3.185302e+11,2.767774e+11,6.372172e+11,3.405192e+11,3.423622e+11
0.146000,2.929796e+12,3.019894e+12,1.507053e+12,1.549410e+12,2.574091e+12,1.695638e+12,1.224994e+12,1.895841e+12,1.560578e+12,1.225200e+12,1.401866e+12,1.028218e+12,9.453176e+11,1.391205e+12,7.107873e+11,5.403505e+11,6.598993e+11,5.550379e+11,4.326452e+11,4.370488e+11,1.949953e+11,4.126102e+11,4.681735e+11,3.514617e+11,3.479512e+11
0.155000,2.839815e+12,1.816871e+12,1.687886e+12,1.684166e+12,1.647159e+12,1.758267e+12,1.927520e+12,1.606793e+12,6.711564e+11,1.410058e+12,8.791948e+11,8.009125e+11,9.949859e+11,1.089420e+12,6.661090e+11,5.936122e+11,7.077647e+11,3.310634e+11,3.294778e+11,4.526540e+11,3.932769e+11,3.304517e+11,2.655694e+11,3.875914e+11,4.526271e+11
0.165000,1.717052e+12,2.407906e+12,1.335177e+12,1.557830e+12,1.639214e+12,1.316180e+12,1.393729e+12,1.120286e+12,7.316366e+11,8.291591e+11,8.057701e+11,7.877757e+11,4.401351e+11,4.179003e+11,8.066761e+11,4.509214e+11,6.157321e+11,4.562027e+11,4.085429e+11,3.836960e+11,2.243236e+11,3.534997e+11,5.467413e+11,4.021079e+11,2.958606e+11
0.176000,6.582118e+12,5.628804e+12,6.214848e+12,4.852947e+12,4.092041e+12,3.201144e+12,3.157282e+12,2.834628e+12,2.809507e+12,4.466378e+12,2.915232e+12,2.356376e+12,2.065900e+12,2.760526e+12,1.766815e+12,9.004611e+11,1.177765e+12,1.632819e+12,1.308506e+12,9.898587e+11,8.877953e+11,7.128164e+11,8.145923e+11,6.660507e+11,7.931583e+11
0.187000,4.981568e+12,4.034356e+12,4.334781e+12,4.795318e+12,5.841922e+12,2.402436e+12,2.175978e+12,2.903003e+12,3.374915e+12,1.413579e+12,1.483337e+12,1.647390e+12,1.656972e+12,1.471088e+12,1.659141e+12,1.579797e+12,6.828105e+11,1.148474e+12,8.223268e+11,9.376073e+11,6.622055e+11,4.890918e+11,6.011758e+11,8.108830e+11,5.471518e+11
0.199000,1.181672e+13,8.166326e+12,1.092054e+13,6.583860e+12,1.070900e+13,8.645445e+12,7.833926e+12,4.379554e+12,7.745643e+12,6.431574e+12,6.757072e+12,3.588902e+12,3.744120e+12,4.680951e+12,5.426180e+12,3.596981e+12,2.902156e+12,2.079729e+12,1.631980e+12,1.752497e+12,1.491550e+12,1.463609e+12,1.867570e+12,1.374229e+12,1.700051e+12
0.212000,6.069406e+12,5.862815e+12,4.253576e+12,5.311828e+12,5.879739e+12,2.406159e+12,2.056535e+12,2.157816e+12,2.413481e+12,1.811388e+12,3.287302e+12,1.851007e+12,1.940604e+12,1.821118e+12,2.422314e+12,1.808826e+12,1.723511e+12,7.830258e+11,1.614450e+12,1.130937e+12,6.323845e+11,7.215871e+11,7.597632e+11,3.372213e+11,5.946226e+11
0.226000,1.328753e+13,1.060279e+13,1.357799e+13,1.038162e+13,1.776512e+13,9.643093e+12,7.485177e+12,6.658148e+12,5.418655e+12,9.974693e+12,6.555135e+12,5.678812e+12,4.292669e+12,5.379236e+12,2.462291e+12,3.490329e+12,2.715805e+12,1.266826e+12,2.175051e+12,2.544878e+12,2.669824e+12,1.771757e+12,1.701991e+12,1.253203e+12,1.991915e+12
0.241000,1.157720e+13,1.196784e+13,1.506206e+13,8.548485e+12,1.012500e+13,5.244823e+12,8.455953e+12,5.911303e+12,4.972994e+12,6.368707e+12,6.342785e+12,2.898478e+12,3.505770e+12,4.037252e+12,2.304254e+12,2.195947e+12,2.006111e+12,2.986943e+12,1.290950e+12,1.195888e+12,1.237564e+12,1.598828e+12,1.443923e+12,7.477900e+11,1.210433e+12
0.256000,1.791012e+13,1.606654e+13,1.843161e+13,1.432170e+13,1.671282e+13,8.475842e+12,7.805247e+12,8.238450e+12,8.023915e+12,4.712152e+12,6.679972e+12,3.641890e+12,4.332675e+12,4.989365e+12,5.706427e+12,3.020141e+12,3.241202e+12,2.196321e+12,3.202552e+12,2.490122e+12,2.080930e+12,1.788898e+12,2.457287e+12,1.030321e+12,1.856731e+12
0.273000,1.714750e+12,2.374043e+12,3.553805e+12,1.825309e+12,2.391227e+12,1.984801e+12,2.080427e+12,1.408144e+12,1.464055e+12,1.285396e+12,8.269744e+11,9.905810e+11,1.371723e+12,9.161750e+11,9.223236e+11,8.960781e+11,6.559306e+11,5.234459e+11,3.262400e+11,4.977669e+11,4.706759e+11,3.694051e+11,2.728615e+11,4.451900e+11,3.877218e+11
0.291000,8.096316e+12,5.643088e+12,7.415594e+12,3.512117e+12,5.554121e+12,2.493297e+12,2.186749e+12,2.643802e+12,3.787181e+12,3.043315e+12,2.645553e+12,2.615510e+12,2.153867e+12,2.282579e+12,2.272874e+12,1.797801e+12,1.514125e+12,1.392900e+12,1.113337e+12,1.019478e+12,6.897399e+11,4.605517e+11,5.747756e+11,5.964618e+11,6.828377e+11
0.310000,4.694494e+12,4.888638e+12,5.672191e+12,3.940322e+12,2.858266e+12,3.506272e+12,2.790347e+12,2.910669e+12,2.011060e+12,3.339816e+12,2.614225e+12,2.407039e+12,2.002689e+12,2.896651e+12,1.667417e+12,1.174353e+12,8.061322e+11,1.251621e+12,6.315128e+11,8.249136e+11,8.734801e+11,8.967059e+11,9.000839e+11,7.654366e+11,4.028035e+11
0.330000,4.601024e+12,4.888752e+12,3.861331e+12,5.040481e+12,2.630974e+12,2.333744e+12,1.869746e+12,2.563260e+12,2.031173e+12,2.848663e+12,2.151915e+12,1.600756e+12,9.580087e+11,1.832579e+12,8.784147e+11,8.586056e+11,7.686192e+11,8.177882e+11,6.792508e+11,7.859493e+11,4.410308e+11,6.476546e+11,5.153528e+11,6.970752e+11,3.804116e+11
0.351000,1.210366e+13,9.985301e+12,2.042571e+13,5.302991e+12,9.618354e+12,1.099827e+13,4.095830e+12,4.303796e+12,6.651615e+12,1.010477e+13,6.375849e+12,3.783306e+12,3.950742e+12,5.848463e+12,4.560234e+12,2.948663e+12,3.424725e+12,1.922507e+12,2.586599e+12,3.578725e+12,2.367791e+12,2.591088e+12,2.687432e+12,1.741303e+12,1.408023e+12
0.374000,3.129315e+12,4.139062e+12,3.097017e+12,2.794260e+12,3.011291e+12,3.180913e+12,2.166615e+12,1.866912e+12,1.634881e+12,2.266377e+12,1.428646e+12,2.230833e+12,1.110061e+12,1.215086e+12,1.527008e+12,7.141785e+11,9.304394e+11,9.741172e+11,7.396339e+11,6.442621e+11,3.162954e+11,8.481655e+11,5.170840e+11,4.357023e+11,3.267716e+11
0.398000,2.824861e+12,2.461967e+12,3.510223e+12,2.769747e+12,2.607247e+12,1.495492e+12,2.623930e+12,1.879946e+12,9.279187e+11,2.346680e+12,1.767963e+12,1.256213e+12,5.001394e+11,1.481679e+12,1.518921e+12,5.452023e+11,7.048168e+11,7.090156e+11,6.027236e+11,4.434279e+11,3.784047e+11,3.875826e+11,4.232239e+11,3.895121e+11,3.854424e+11
0.424000,4.806958e+12,6.657809e+12,6.518435e+12,4.022111e+12,5.489102e+12,3.600630e+12,3.975663e+12,3.686399e+12,3.066036e+12,4.743132e+12,2.384313e+12,2.344183e+12,2.281140e+12,2.821421e+12,1.872765e+12,1.309786e+12,1.118533e+12,1.463144e+12,1.161042e+12,7.872701e+11,9.068657e+11,6.441373e+11,7.953966e+11,7.232850e+11,7.288530e+11
